Time,CPU Percent,Memory Used (MB),Memory Percent,Absolute CPU (s)
18:42:06,9.9,50.28125,0.6398584278431869,0.13000000000000256
18:42:07,9.9,50.28125,0.6398584278431869,0.12000000000000455
18:42:08,9.9,50.28125,0.6398584278431869,0.11999999999999034
18:42:09,9.9,50.28125,0.6398584278431869,0.12000000000000455
18:42:10,9.9,50.28125,0.6398584278431869,0.13999999999999346
18:42:11,9.9,50.28125,0.6398584278431869,0.12000000000001165
18:42:12,0.0,50.28125,0.6398584278431869,0.11999999999999744
18:42:13,9.9,50.28125,0.6398584278431869,0.13000000000000256
18:42:14,9.9,50.28125,0.6398584278431869,0.11999999999999744
18:42:15,10.0,50.3046875,0.640156683791529,0.11999999999999744
18:42:16,9.9,50.3046875,0.640156683791529,0.12999999999999545
18:42:17,9.9,50.3046875,0.640156683791529,0.12000000000000455
18:42:18,9.9,50.3046875,0.640156683791529,0.10999999999999943
18:42:19,9.9,50.3046875,0.640156683791529,0.13000000000000256
18:42:20,9.9,50.3046875,0.640156683791529,0.10999999999999943
18:42:21,9.9,50.3046875,0.640156683791529,0.12999999999999545
18:42:22,0.0,50.3046875,0.640156683791529,0.29000000000000625
18:42:23,0.0,50.3046875,0.640156683791529,0.11999999999999744
18:42:24,9.9,50.3046875,0.640156683791529,0.12999999999999545
18:42:25,0.0,50.3046875,0.640156683791529,0.11000000000000654
18:42:26,0.0,50.3046875,0.640156683791529,0.13000000000000256
18:42:27,9.9,50.3046875,0.640156683791529,0.13999999999999346
18:42:28,0.0,50.3046875,0.640156683791529,0.10999999999999943
18:42:29,19.9,50.3046875,0.640156683791529,0.13000000000000256
18:42:30,9.9,50.3046875,0.640156683791529,0.11999999999999744
18:42:31,9.9,50.3046875,0.640156683791529,0.12000000000000455
18:42:32,9.9,50.3046875,0.640156683791529,0.11999999999999744
18:42:33,19.9,50.3046875,0.640156683791529,0.14000000000000057
18:42:34,0.0,50.3046875,0.640156683791529,0.10999999999999943
18:42:35,9.9,50.3046875,0.640156683791529,0.13000000000000256
18:42:36,9.9,50.3046875,0.640156683791529,0.13999999999999346
18:42:37,9.9,50.3046875,0.640156683791529,0.13000000000000966
18:42:38,9.9,50.3046875,0.640156683791529,0.11999999999999744
18:42:39,9.9,50.3046875,0.640156683791529,0.12999999999999545
18:42:40,9.9,50.3046875,0.640156683791529,0.12999999999999545
18:42:41,9.9,50.3046875,0.640156683791529,0.13000000000000966
18:42:42,9.9,50.3046875,0.640156683791529,0.12999999999999545
18:42:43,9.9,50.3046875,0.640156683791529,0.11999999999999744
18:42:44,9.9,50.3046875,0.640156683791529,0.13000000000000256
